"","ID","Model.1.R.2","Model.2.R.2","Model.3.R.2","Model.4.R.2","Model.5.R.2","Model.6.R.2","Model.7.R.2","Model.8.R.2","Model.1.BIC","Model.2.BIC","Model.3.BIC","Model.4.BIC","Model.5.BIC","Model.6.BIC","Model.7.BIC","Model.8.BIC","Pop_Size_units","Temp_C","Medium","Species","Repeat","Citation","N05","Nmax5","Rmax5","Tlag5","N06","Nmax6","Rmax6","Tlag6","N07","Nmax7","Rmax7","Tlag7","N08","Nmax8","Rmax8","Tlag8","Model5score","Model6score","Model7score","Model8score","Model5total","Model6total","Model7total","Model8total"
"179",59450,0.898,0.994,0.997,0.999,0.983,0.99,0.993,0.972,19.23,4.145,1.346,-6.252,10.16,9.134,6.407,15.11,"CFU",4,"Salted Chicken Breast","Staphylococcus spp.",1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",0.19261742264577,8.64083525376926,0.0166822714949733,0.124713639353058,0.0801056745947851,9.29494833013131,0.0728286770096853,88.1190571857732,0,8.6796237376263,0.0592298915670346,61.5037338956102,0.283345639455814,9.29494833013131,0.0577388117257444,69.1415798469219,3,3,5,1,4.95,7.002,15.183,0
"180",59514,0.735,0.836,0.836,0.869,0.87,0.905,0.908,0.908,40.3,38.19,40.37,40.56,36.09,35.5,35.23,35.22,"CFU",37,"TGE agar","Arthrobacter citreus",1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555.",0.751677041068611,8.95364233323842,0.0497214455894893,0.7215945683237,1.91820658995592,8.86264774809585,0.552543519659307,41.2866962465073,1.8959672063576,8.83614646740047,0.411093325072974,37.8647586510444,1.89481795148387,8.83191404359796,0.402841835690201,37.5720876270306,5,5,5,5,0,0.590000000000003,1.13000000000001,1.16
"181",60853,0.664,0.882,0.965,0.989,0.919,0.998,0.994,0.998,-1.987,-16.94,-34.92,-52.3,-23.28,-79.81,-64.38,-80.04,"OD_595",35,"TSB","Clavibacter.michiganensis",1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",0.000676051104730516,0.790777210000871,0.830316070500915,0.00140282455988501,0.018085972202434,0.80208175858544,0.124288898040971,2.23484848484847,0,0.803751578272018,0.161254194131786,2.23484848484847,0.0267328498040568,0.796158453550534,0.107457810383491,1.56538874068564,0,5,0,5,0,71.96,41.1,72.65
"183",61750,0.876,0.988,0.988,0.989,0.969,0.988,0.987,0.966,43.03,19.98,22.37,23.21,30.25,21.7,23,33.47,"CFU",10,"Cooked Chicken Breast","Pseudomonas spp.",1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",0.145587077276827,11.2131333936297,0.0605846409049538,0.0912036817983218,0,11.9634407187242,0.300217699884688,28.0715757888654,0,11.387534209759,0.253327934767265,22.3456271021797,0.0509066060973179,12.3624795664767,0.251740792406182,22.6123144985007,1,5,5,0,3.22,21.62,17.72,0
"184",62429,0.803,0.959,0.982,0.996,0.985,0.98,0.946,0.988,-102.5,-144.5,-165.8,-202.6,-173.9,-161.5,-133.4,-177.2,"OD_595",5,"TSB","Pseudomonas.fluorescens",2,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",0.00622580164159652,0.216514268024501,0.016477776942765,0.00153762301342294,0.0154123613690581,0.216514268024501,0.00216134445824874,109.929343056904,0.0393966449419405,0.21842718101841,0.0224521540128881,264.097363083164,0.00759095605495479,0.216514268024501,0.00153798406494138,62.4320200860718,3,0,0,5,52.9,28.1,0,62.8
"185",62473,0.724,0.871,0.892,0.913,0.55,0.945,0.935,0.937,35.45,29.51,29.93,29.99,43.2,22.5,24.33,23.9,"N",8,"ESAW","Tetraselmis tetrahele",3,"Bernhardt, J.R., Sunday, J.M. and O’Connor, M.I., 2018. Metabolic theory and the temperature-size rule explain the temperature dependence of population carrying capacity. The American naturalist, 192(6), pp.687-697.",9.43553268837035,13.8562550752501,0.0143697476555152,1.57962456143991,9.83662629427092,14.0970878979288,0.048901464091803,102.949957315003,9.85266554978099,14.0596416372803,0.0442344738041989,101.029431487258,10.1726221811147,14.0680256919839,0.031975070873426,81.7887680605041,0,5,5,5,0,23.93,18.87,19.73
"187",63552,0.286,0.942,0.997,1,-1.75,0.893,0.889,-1.43,14.79,-0.872,-19.67,-41.35,26.18,5.418,5.685,27.27,"N",8,"Vacuum Beef Striploins","Salmonella Typhimurium",1,"Gill, C.O. and DeLacy, K.M., 1991. Growth of Escherichia coli and Salmonella typhimurium on high-pH beef packed under vacuum or carbon dioxide. International journal of food microbiology, 13(1), pp.21-30.",5.65399052087232,6.6120220991659,1.15392668645123,1.20243984826521,5.47326458322334,7.05395676274588,3.68767376861075,4.70331765831405,5.47134930450848,7.28975436433041,3.346738822443,4.8125912937437,4.31407566637622,6.88526452084564,1.15392668645123,0.00117517849541911,0,5,5,0,1.09,42.881,42.08,0
"188",65163,0.851,0.982,0.99,0.99,0.994,0.995,0.991,0.966,29.42,14.58,12.19,13.7,5.252,5.912,11.23,21.82,"CFU",20,"TGE agar","Arthrobacter citreus",1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555.",1.66430958427609,8.96955889243741,0.0441534169495194,0.215907462888155,1.29061877663218,9.01666127955216,0.231088592999731,1.5516700678572,1.61471874454117,8.9049401036379,0.212145597456093,1.5516700678572,2.45946291719447,9.01325098044138,0.121544486066985,1.5516700678572,5,5,3,0,23.206,21.226,10.59,0
"189",65296,0.521,0.767,0.879,0.931,0.98,0.794,0.874,0.97,7.365,-10.87,-27,-40.57,-84.42,-11.13,-25.97,-68.62,"OD_595",15,"TSB","Enterobacter.sp.",1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",0.000900974189282327,0.866242143424693,0.89426806048518,0.00100533290267519,0,0.851683867128743,0.89426806048518,4.61893764434181,0,0.851683867128743,0.89426806048518,4.61893764434181,0.141454065873292,0.874897917507199,0.0819925203121707,4.61893764434181,5,0,0,0,147.54,0,14.84,100.14
"190",65313,0.811,0.955,0.96,0.983,0.989,0.994,0.986,0.983,45.09,31.67,32.68,25.93,16.45,12.39,21.43,23.36,"CFU",2,"Raw Chicken Breast","Pseudomonas spp.",1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",0.211789674470183,8.79282075723332,0.018787402493932,0.0774669202236997,0.948346566386968,8.79552576632386,0.107911151995917,121.524055495901,1.0188913680745,8.61290845920922,0.0894125080338328,113.280403907107,1.08012851397555,8.73737525931133,0.0782668858943998,105.499993834161,3,5,1,0,11.89,24.07,1.93,0
"191",65327,0.676,0.925,0.975,0.981,0.869,0.956,0.965,0.952,-26.81,-48.9,-64.46,-66.26,-39.36,-55.04,-59.05,-53.46,"OD_595",35,"TSB","Bacillus.pumilus..RDA.R.",1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",0.053826032474754,0.484610870292091,0.126836631174968,0.017654040707157,0,0.439556344936137,0.0396939482427317,0.0132015781211272,0,0.439556344936137,0.0728686154304409,0,0.0232229696912763,0.439556344936137,0.0326938844586156,0.351641956651219,0,3,5,3,0,17.26,29.29,14.1
"192",66293,0.808,0.964,0.968,0.989,0.989,0.988,0.984,0.982,28.08,18.4,19.5,13.69,10.03,12.63,14.49,15.48,"CFU",20,"TGE agar","Arthrobacter simplex",1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555.",1.29237307400438,8.50777533634827,0.0373780762801945,0.248510111854381,1.01687444613069,8.55724717203755,0.183214747354061,3.14818059692777,1.37140954547892,8.45919736219728,0.153521597096316,3.14818059692777,1.4816918671918,8.46529322597285,0.148896048470171,3.14818059692777,5,3,3,3,12.51,4.71,0.99,0
"193",66372,0.528,0.624,0.684,0.712,0.734,0.61,0.625,0.608,32.05,31.66,31.97,33.32,27.15,34.7,34.21,34.77,"N",25,"ESAW","Tetraselmis tetrahele",1,"Bernhardt, J.R., Sunday, J.M. and O’Connor, M.I., 2018. Metabolic theory and the temperature-size rule explain the temperature dependence of population carrying capacity. The American naturalist, 192(6), pp.687-697.",8.93417670902102,13.2111967438788,0.0329112861475196,1.3051787730952,11.0782505680144,13.5204992347586,0.0146636007476454,0,11.1588719438962,13.4835985114445,0.0137100043843635,0,11.3413523453356,13.4638810036292,0.0136281710948695,16.1797712250255,5,1,1,1,22.23,0.0700000000000003,1.05,0
"194",66542,0.529,0.926,0.966,0.967,0.984,0.98,0.985,0.981,36.08,23.38,19.2,20.99,11.06,15.12,12.49,14.48,"CFU",20,"TGE agar","Arthrobacter aurescens",1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555.",1.21826325783084,8.10415656313135,0.0625429183752953,0.272307465392196,1.14167629290681,8.14036614170477,0.288463874727416,3.09278350515464,1.46088910404253,7.99955153625677,0.241806508110243,3.09278350515464,1.6662363271203,8.02268480847153,0.224188294160206,3.09278350515464,5,3,5,3,8.91,0,4.62,0.639999999999999
"195",66636,0.908,0.953,0.992,0.992,0.966,0.994,0.994,0.994,26.34,22.95,10.68,12.64,20.51,8.723,8.726,8.93,"CFU",20,"Salted Chicken Breast","Aerobic Mesophilic.",1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",0.0561654833898602,8.63520982400038,0.18508927461453,0.0633434142248231,1.23047109768254,9.1722972939778,0.852122484349139,19.1256334614072,1.26360850237057,8.72284756668223,0.701349211880395,17.8426340022917,1.32784517426899,8.7355212323598,0.685708316016192,17.8934935717859,0,5,5,5,0,11.997,11.988,11.58
"196",67336,0.466,0.908,0.992,0.994,0.981,0.979,0.826,0.983,-34.47,-70.11,-120.6,-122.7,-105.1,-98.99,-52.93,-104.8,"OD_595",15,"TSB","Chryseobacterium.balustinum",1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",0.0378203225161806,0.398019055059015,0.0401025511193792,0.00768074318504559,0.0216540727602864,0.39884336346502,0.00951244445595387,9.8708960880229,0.0774223652314705,0.4264075231489,0.00941470464133823,0,0.0280309094382343,0.398019055059015,0.00668462052994841,0,5,1,0,5,58.58,46.06,0,57.68
"197",67368,0.173,0.584,0.808,0.906,0.693,0.782,0.761,0.786,-41.08,-48.67,-57.6,-65.61,-53.25,-55.65,-54.27,-55.94,"OD_595",35,"TSB","Acinetobacter.clacoaceticus..RDA.R.",1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",0.0425523453752524,0.178871581274477,0.187815160338201,0.0183081494914429,0.0214079325163523,0.178871581274477,0.0389403232452862,1.95608782435133,0,0.178871581274477,0.187815160338201,1.95608782435133,0.0244111222141483,0.178871581274477,0.0360585522656418,1.95608782435133,3,5,5,5,0,3.77999999999999,1.02,4.64999999999999
"198",67532,0.77,0.919,0.934,0.95,0.959,0.957,0.957,0.953,32.34,25.14,25.46,25.22,18.92,21.67,21.71,22.39,"CFU",30,"TGE agar","Arthrobacter citreus",1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555.",1.1118622513532,7.61073652907796,0.0632539098875865,0.400673458018817,1.12182622734536,7.63966922049311,0.261225593633452,3.10334013571435,1.36173674970104,7.57478365423609,0.234205489245035,3.10334013571435,1.52336731164007,7.57570207363516,0.223771883571589,3.10334013571435,5,3,3,3,9.01,0.759999999999998,0.68,0
"199",68367,0.512,0.655,0.697,0.815,0.818,0.647,0.649,0.633,30.68,28.71,29.58,25.78,20.42,31.59,31.49,32.08,"N",25,"ESAW","Tetraselmis tetrahele",3,"Bernhardt, J.R., Sunday, J.M. and O’Connor, M.I., 2018. Metabolic theory and the temperature-size rule explain the temperature dependence of population carrying capacity. The American naturalist, 192(6), pp.687-697.",9.07341945945098,13.1637049798245,0.0303064632071078,0.907403669893588,11.0479331923295,13.3853918137633,0.0158921596771998,0,11.1821105703277,13.3642350853522,0.0140747622981421,0,11.2476278558665,13.334190255543,0.0139661352889017,4.46538199005998,5,0,0,0,33.9,0.489999999999998,0.690000000000001,0
"200",68420,0.993,0.993,0.997,0.997,0.865,0.992,0.997,0.996,10.11,12.2,7.557,9.039,38.44,15.17,7.63,8.243,"CFU",20,"Cooked Chicken Breast","Staphylococcus spp.",1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",0.0799386054082349,10.5744144920599,0.180766349196461,0.152698327478908,1.29391615853059,11.658291977496,0.606796889732099,14.5851771955183,1.14625332245075,11.1874480655485,0.482066241767063,10.1599558821831,1.1964828184412,11.1031352166629,0.474838847834639,10.0004869361015,0,1,5,5,0,23.27,38.963,37.124
"201",68641,0.415,0.981,0.99,1,0.817,0.825,0.824,0.816,5.148,-13.63,-15.82,-36.42,-0.03526,1.505,1.54,1.794,"DryWeight",30,"Z8","Oscillatoria agardhii Strain 97",1,"Sivonen, K., 1990. Effects of light, temperature, nitrate, orthophosphate, and bacteria on growth of and hepatotoxin production by Oscillatoria agardhii strains. Appl. Environ. Microbiol., 56(9), pp.2658-2666.",1.07199707998051,1.92295233829481,0.0169867988518531,0.187042529075002,1.07332500223825,1.92295233829481,0.0153969401792116,14.3397258755223,1.08506589144216,1.92295233829481,0.0184997921402052,0.881364942920193,1.12197135609796,1.92295233829481,0.00989774093345426,0,5,5,5,5,4.94478,0.324,0.254,0
"202",68644,0.783,0.954,0.955,0.99,0.973,0.969,0.981,0.976,26.69,17.82,19.62,11.19,13.93,16.95,13.56,15.29,"CFU",20,"TGE agar","Arthrobacter sp. 77",1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555.",1.05791397512812,8.21441254749199,0.0817851455661457,0.392478874691935,1.1932998031727,8.38376467661453,0.355919656434342,3.46826688364524,1.43142407519271,8.00536616926696,0.313644590164695,3.46826688364524,1.68623600140214,8.02995533507552,0.287573505973832,3.46826688364524,5,3,5,5,4.38,0,5.49,1.66
"204",69255,0.911,0.953,0.975,0.993,0.987,0.994,0.989,0.988,41.33,36.11,30.97,18.05,21.17,12.9,21.47,21.91,"CFU",10,"Cooked Chicken Breast","Aerobic Psychotropic.",1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",0.201910685032858,9.71445614307104,0.047469583192446,0.0756022309134972,0.973442118041786,10.0897918857136,0.249386714477726,45.5687603822775,1.0481149968281,9.83128543435871,0.202872435354125,40.0348816857074,1.18270481753508,9.84824198031976,0.200920557547786,41.3088581173447,1,5,1,1,1.04,25.85,0.440000000000001,0
"205",69418,0.932,0.987,0.997,1,0.734,0.855,0.903,0.91,18.93,10.57,3.565,-8.492,28.88,27.04,24.63,24.2,"N",30,"Vacuum Beef Striploins","Salmonella Typhimurium",1,"Gill, C.O. and DeLacy, K.M., 1991. Growth of Escherichia coli and Salmonella typhimurium on high-pH beef packed under vacuum or carbon dioxide. International journal of food microbiology, 13(1), pp.21-30.",4.56822688931718,11.9582808004783,10.4938658787622,2.0988251998336,6.51474502631151,13.1840045825273,12.5561948405022,0,6.3735075661467,12.8416518527276,12.5561948405022,0,6.61226060695227,12.5561948405022,12.5561948405022,0.00048954695152704,3,3,5,5,0,1.84,6.66,7.95
"206",69827,0.91,0.917,0.968,0.985,-0.0909,0.989,0.98,0.981,26.12,27.62,21.32,16.34,50.79,11.21,17.2,16.69,"N",10,"C02 Beef Striploins","Spoilage",1,"Gill, C.O. and DeLacy, K.M., 1991. Growth of Escherichia coli and Salmonella typhimurium on high-pH beef packed under vacuum or carbon dioxide. International journal of food microbiology, 13(1), pp.21-30.",6.51181885035057,13.104503356844,1.14169718512148,3.07189073395695,7.8313315746662,13.6011835203587,3.39286255769086,2.88453714828827,7.83810282518217,13.550123903046,2.5365869757947,2.5271216556045,7.95020123028744,13.5627247982012,2.46947445694523,2.59884474793581,0,5,3,3,0,51.05,33.59,34.61
"207",69844,0.855,0.996,0.997,0.997,0.856,0.986,0.99,0.982,-36.12,-85.58,-85.29,-83.49,-33.54,-63.48,-68.76,-60.28,"OD_595",25,"TSB","Bacillus.pumilus",1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",0.000118007151017322,0.346927986282817,0.364274385596958,0.000557887756228886,0,0.346927986282817,0.0113284929953535,0.647058061723789,0,0.346927986282817,0.038701979868158,16.6527056458368,0.0160984882643398,0.346927986282817,0.00880444048626875,0.911361887648779,0,3,5,1,0,33.14,48.98,26.74
"208",69940,0.738,0.856,0.909,0.987,0.945,0.988,0.987,0.983,30.03,26.37,24.1,6.587,16.7,4.026,4.773,7.563,"CFU",2,"Cooked Chicken Breast","Staphylococcus spp.",1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",0.0707854586346981,4.55588140565553,0.0185030058305206,0.0664286937208743,1.08035476440767,4.55131602112596,0.0798711683764585,202.23529157985,1.03032030695765,4.55131602112596,0.0651710706635195,193.169428151344,1.01049218907468,4.55131602112596,0.0480160759578615,169.563342831617,0,5,5,3,0,16.958,14.717,9.137
"209",70129,0.394,0.801,0.901,0.912,0.842,0.979,0.98,0.98,45.31,33.39,26.94,27.97,30.45,6.47,5.923,5.945,"N",16,"ESAW","Tetraselmis tetrahele",3,"Bernhardt, J.R., Sunday, J.M. and O’Connor, M.I., 2018. Metabolic theory and the temperature-size rule explain the temperature dependence of population carrying capacity. The American naturalist, 192(6), pp.687-697.",9.31413815443982,14.0447097210272,0.0141276970172573,0.71765156465831,10.3149140913125,14.0507177433029,0.0882421525122336,90.4568796947337,10.2882526165524,14.040946196107,0.078517113392336,90.5250295492649,10.2897556966235,14.0400021042123,0.0665213378049168,77.0908099542993,0,5,5,5,0,23.98,25.096,25.03
"210",70251,0.836,0.983,0.99,0.998,0.995,0.992,0.995,0.997,-85.72,-148.6,-158.9,-206.3,-183.7,-165.5,-180.8,-194.3,"OD_595",5,"TSB","Stenotrophomonas.maltophilia",2,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",0.0194556556689725,0.334712493259663,0.0144371986749454,0.00198678156774996,0.0204617890490913,0.339400327458631,0.00285136578803259,68.0846432766664,0.015342863445405,0.335181574260645,0.0140316198933882,167.291775798847,0.0100013914683218,0.329651658054216,0.00214420371350871,23.6270746469964,0,0,0,5,21.1,0,15.3,52.9
"211",70368,0.694,0.949,0.986,0.986,0.848,0.987,0.985,0.985,30.59,15.03,4.017,6.31,25.92,3.61,5.088,5.217,"N",8,"ESAW","Tetraselmis tetrahele",2,"Bernhardt, J.R., Sunday, J.M. and O’Connor, M.I., 2018. Metabolic theory and the temperature-size rule explain the temperature dependence of population carrying capacity. The American naturalist, 192(6), pp.687-697.",8.17634233921034,14.0155417830689,0.0139074201863727,1.30992371358331,9.5137463717716,14.4093744082878,0.0346435594507609,0,9.75128604684575,14.3302069868726,0.0295096239070546,0,10.0786352999079,14.3140554584251,0.0289760181027084,24.4850434052228,0,5,5,5,0,25.395,20.961,20.703
"213",71178,0.59,0.947,0.963,0.978,0.987,0.959,0.987,0.992,-71.51,-127.3,-134.4,-146.9,-168.7,-131.9,-164.2,-178.2,"OD_595",5,"TSB","Stenotrophomonas.maltophilia",1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",0.00866812678880079,0.276154984038855,0.0255754021256884,0.00212796487865181,0.0493051511935499,0.276154984038855,0.00668359717086922,119.123450323031,0.00605857020336341,0.276154984038855,0.0247442079762345,119.123450323031,0.0112418720969183,0.276154984038855,0.00311647351934262,40.0024273972903,1,0,0,5,41.3,0,32.3,69.8
"214",71563,0.417,0.795,0.93,0.949,0.906,0.991,0.993,0.993,44.69,33.7,22.26,20.67,23.57,-4.599,-8.272,-8.535,"N",16,"ESAW","Tetraselmis tetrahele",5,"Bernhardt, J.R., Sunday, J.M. and O’Connor, M.I., 2018. Metabolic theory and the temperature-size rule explain the temperature dependence of population carrying capacity. The American naturalist, 192(6), pp.687-697.",9.05440031612119,14.0995394226792,0.0140439661094126,0.588038782223408,10.1619682091944,14.0984049853319,0.0798736191052181,70.2499965572021,10.1416141526418,14.0885435514329,0.0672775829719264,67.8486348566237,10.1494318422845,14.08705366887,0.0620891773062798,61.9694067416002,0,3,5,5,0,28.169,35.515,36.304
"215",71700,0.902,0.902,0.995,0.996,0.983,0.991,0.991,0.986,36.96,39.35,7.989,8.88,19.99,15.55,15.78,20.24,"CFU",7,"Raw Chicken Breast","Pseudomonas spp.",1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",0.107079358314906,9.09451040082267,0.0287528371965773,0.061154475411608,1.01745599781253,9.34550091373554,0.149504011425137,99.0530101043528,0.965569766595076,8.95310683048174,0.119646467105458,86.9201753817612,0.97999294233675,9.0774411898542,0.108059507866132,80.8893276487381,3,5,5,3,0.25,9.35999999999999,8.67,0
"216",71951,0.939,0.94,0.994,0.994,0.985,0.997,0.995,0.993,28.71,30.99,9.708,11.97,17.02,2.969,8.305,11.56,"CFU",2,"Raw Chicken Breast","Aerobic Mesophilic.",1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",0.1294344221228,8.69408753770522,0.0155911196985308,0.0605148537743652,1.17751254852616,8.9668186562476,0.0810671460335463,181.988299922596,1.16884401197133,8.46938897747651,0.0673631940760306,165.948710842866,1.16580389885888,8.45740816015265,0.0636310943792303,157.394856753195,0,5,3,1,0,27.978,11.97,5.46
"217",71998,0.911,0.991,0.991,0.996,0.553,0.994,0.994,0.994,70.07,43.16,45.33,36.74,93.55,41.07,39.6,39.98,"N",12,"MRS broth","Lactobacillus sakei",1,"Silva, A.P.R.D., Longhi, D.A., Dalcanton, F. and Aragão, G.M.F.D., 2018. Modelling the growth of lactic acid bacteria at different temperatures. Brazilian Archives of Biology and Technology, 61.",0.0575929175360314,31.2953847347447,0.205219695816353,0.308105284609705,4.28411670611043,29.638807220677,0.751790845741979,0.689817437409063,5.65367312512563,28.3858364940995,0.61306595560693,0,5.70444366024981,28.3858364940995,0.607007535681802,0,0,5,5,5,0,52.48,55.8,54.66
"219",73060,0.861,0.971,0.974,0.984,0.99,0.994,0.977,0.978,29.26,20.16,21.43,19.78,13.09,11.19,20.41,20.31,"CFU",4,"Raw Chicken Breast","Pseudomonas spp.",1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",0.228309730625212,10.1597495638216,0.0202867027600018,0.118554760417733,1.16908591015417,10.1971950582538,0.132710228331754,117.512426161131,1.20692627930927,10.0821985056427,0.094929796163183,97.4018538542402,1.24778985810315,9.94938048443393,0.138411452106808,121.33690153177,5,5,1,1,14.54,20.24,0,0.100000000000001
"220",73201,0.727,0.922,0.986,0.988,0.992,0.993,0.99,0.989,28.76,20.8,9.33,9.741,2.395,3.148,6.511,6.989,"CFU",20,"TGE agar","Arthrobacter globiformis",1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555.",1.61835510788429,6.98738740717767,0.0539658792258531,0.174557160189358,1.52109551268091,6.98846716941302,0.232394546443474,3.12499999999997,1.70188472451274,6.93452820484746,0.206120402934597,3.12499999999997,1.83481233863947,6.93374867102014,0.196801865557044,3.12499999999997,5,5,3,3,9.463,7.204,0.478,0
"221",73458,0.909,0.937,0.995,1,0.989,0.997,0.998,0.997,24.9,24.27,8.546,-7.465,12.05,5.971,0.2639,4.438,"CFU",4,"Raw Chicken Breast","Aerobic Mesophilic.",1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",0.139270027791434,8.96544674771797,0.0177785099292015,0.0812802020085327,1.24020912102099,8.91146448717732,0.109834802707022,166.905592396891,1.19032582576406,8.67185653792083,0.0850767691478435,148.35328489943,1.17141355550151,8.71373848390226,0.0759509102669494,136.226572149844,0,3,5,3,0,6.079,21.6673,9.145
"222",73461,0.425,0.746,0.861,0.865,0.78,0.986,0.986,0.976,48.67,40.61,35.34,37.55,38.72,5.211,5.211,12.64,"N",16,"ESAW","Tetraselmis tetrahele",4,"Bernhardt, J.R., Sunday, J.M. and O’Connor, M.I., 2018. Metabolic theory and the temperature-size rule explain the temperature dependence of population carrying capacity. The American naturalist, 192(6), pp.687-697.",8.23305258217156,14.1119669523802,0.013918201145757,1.25727777478639,9.87344884471137,14.1480998540143,0.617647113513195,184.252395274912,9.87344873640138,14.1480994978697,0.237423375991265,165.576619876483,10.1059009038108,14.1480994780912,0.0619515581813008,101.492049945077,0,5,5,1,0,40.938,40.938,26.08
